Elapsed_Time_s,Recording_Time_s,Voltage_V,Current_A
22.4990,20.8074,5.0648,0.050798
22.5140,20.8389,5.0421,0.050560
22.5300,20.8389,4.9818,0.050219
22.5460,20.8717,5.0303,0.050624
22.5610,20.8717,4.9924,0.050285
22.5770,20.9048,4.8761,0.048818
22.5930,20.9048,4.8528,0.049451
22.6080,20.9361,4.7315,0.047788
22.6240,20.9361,4.6347,0.047245
22.6400,20.9680,4.5866,0.046489
22.6560,20.9680,4.4199,0.045185
22.6710,21.0021,4.3908,0.044238
22.6870,21.0021,4.1622,0.042370
22.7020,21.0031,4.0537,0.041440
22.7190,21.0351,3.9218,0.040116
22.7340,21.0351,3.7310,0.037927
22.7490,21.0677,3.5587,0.036412
22.7650,21.0677,3.3754,0.033874
22.7810,21.1010,3.2402,0.033270
22.7970,21.1010,3.0690,0.031572
22.8130,21.1356,2.8544,0.029274
22.8280,21.1356,2.6534,0.027310
22.8430,21.1694,2.4516,0.025449
22.8590,21.1694,2.1923,0.022733
22.8750,21.2013,1.9815,0.020473
22.8910,21.2013,1.7292,0.017690
22.9060,21.2352,1.4997,0.015632
22.9220,21.2352,1.2236,0.012602
22.9370,21.2679,1.0797,0.011071
22.9520,21.2679,0.7628,0.008324
22.9680,21.2679,0.5423,0.005751
22.9830,21.3003,0.3094,0.003931
22.9990,21.3003,0.0888,0.001830
23.0140,21.3343,-0.2196,-0.002084
23.0290,21.3343,-0.3639,-0.002745
23.0450,21.3671,-0.6426,-0.006078
23.0600,21.3671,-0.8636,-0.008086
23.0760,21.3995,-1.0995,-0.010307
23.0910,21.3995,-1.3344,-0.012540
23.1070,21.4311,-1.6422,-0.015814
23.1220,21.4311,-1.7840,-0.017839
23.1380,21.4642,-2.0438,-0.020092
23.1530,21.4642,-2.2251,-0.021562
23.1690,21.4960,-2.5144,-0.024351
23.1840,21.4960,-2.6338,-0.025832
23.2000,21.5283,-2.8702,-0.027879
23.2160,21.5283,-3.1366,-0.031205
23.2310,21.5611,-3.2544,-0.032475
23.2470,21.5611,-3.4665,-0.034509
23.2620,21.5611,-3.5796,-0.035450
23.2790,21.5942,-3.8027,-0.037125
23.2940,21.5952,-3.9638,-0.039602
23.3100,21.6259,-4.0661,-0.040620
23.3250,21.6259,-4.2003,-0.041518
23.3400,21.6582,-4.3513,-0.042844
23.3560,21.6582,-4.4185,-0.043250
23.3710,21.6893,-4.5839,-0.045704
23.3870,21.6893,-4.6029,-0.045136
23.4030,21.7226,-4.7342,-0.047040
23.4180,21.7226,-4.7748,-0.047401
23.4340,21.7539,-4.7932,-0.047498
23.4500,21.7539,-4.9342,-0.048818
23.4650,21.7862,-4.8836,-0.048044
23.4800,21.7862,-4.9469,-0.049394
23.4960,21.8187,-4.9767,-0.049393
23.5120,21.8187,-4.9041,-0.048205
23.5270,21.8598,-4.8972,-0.048895
23.5430,21.8598,-4.8950,-0.048106
23.5590,21.9001,-4.8436,-0.047886
23.5740,21.9001,-4.8544,-0.047852
23.5900,21.9001,-4.7419,-0.047361
23.6060,21.9375,-4.7084,-0.046792
23.6210,21.9375,-4.5956,-0.045697
23.6360,21.9710,-4.5167,-0.044555
23.6520,21.9710,-4.3495,-0.043354
23.6670,21.9710,-4.2725,-0.042465
23.6830,21.9939,-4.1769,-0.040878
23.6980,21.9939,-3.9920,-0.038933
23.7130,21.9949,-3.9103,-0.038646
23.7280,22.0258,-3.6989,-0.036035
23.7430,22.0580,-3.5456,-0.035016
23.7590,22.0580,-3.3978,-0.033424
23.7740,22.0896,-3.2081,-0.031859
23.7890,22.0896,-2.9820,-0.029035
23.8050,22.1199,-2.8068,-0.027498
23.8210,22.1199,-2.6216,-0.025984
23.8360,22.1529,-2.4052,-0.023510
23.8520,22.1529,-2.1763,-0.021083
23.8670,22.1852,-1.9778,-0.018812
23.8830,22.1852,-1.7581,-0.016831
23.8980,22.2171,-1.5678,-0.015434
23.9140,22.2171,-1.2812,-0.011822
23.9290,22.2494,-1.0303,-0.009899
23.9450,22.2494,-0.8515,-0.007543
23.9600,22.2808,-0.5281,-0.004570
23.9750,22.2808,-0.3592,-0.003450
23.9910,22.3058,-0.1407,-0.000937
24.0060,22.3058,0.1646,0.001771
24.0210,22.3068,0.3750,0.004457
24.0370,22.3068,0.6738,0.006794
24.0520,22.3684,0.8952,0.009155
24.0680,22.3684,1.0956,0.011062
24.0840,22.4017,1.3995,0.014175
24.0990,22.4017,1.5755,0.015776
24.1150,22.4356,1.8010,0.018874
24.1310,22.4356,2.0494,0.021253
24.1460,22.4678,2.2439,0.023259
24.1610,22.4678,2.4265,0.024929
24.1770,22.5004,2.6709,0.026871
24.1930,22.5004,2.8641,0.029234
24.2080,22.5256,3.1129,0.032040
24.2240,22.5256,3.2436,0.032711
24.2400,22.5266,3.4833,0.035047
24.2560,22.5266,3.6308,0.037251
24.2710,22.5889,3.8060,0.038609
24.2870,22.5889,4.0167,0.040272
24.3030,22.6210,4.1717,0.042659
24.3180,22.6210,4.2963,0.043601
24.3340,22.6529,4.4109,0.044432
24.3490,22.6529,4.5230,0.045386
24.3640,22.6850,4.6391,0.046795
24.3800,22.6850,4.6532,0.047207
24.3950,22.7183,4.7874,0.047901
24.4110,22.7183,4.8965,0.049889
24.4270,22.7504,4.9044,0.049151
24.4420,22.7504,5.0126,0.050984
24.4580,22.7832,5.0129,0.050902
24.4730,22.7832,5.0331,0.050651
24.4890,22.8169,5.0353,0.050434
24.5040,22.8169,5.0172,0.050511
24.5200,22.8500,5.0452,0.050569
24.5350,22.8500,5.0232,0.051207
24.5510,22.8510,4.9577,0.049991
24.5660,22.8843,4.9874,0.050527
24.5810,22.8843,4.8831,0.049032
24.5960,22.9172,4.8098,0.048200
24.6120,22.9172,4.7724,0.047946
24.6280,22.9491,4.6447,0.047285
24.6430,22.9491,4.5986,0.046567
24.6580,22.9817,4.4116,0.044868
24.6740,22.9817,4.3623,0.043817
24.6890,23.0150,4.2368,0.043069
24.7050,23.0150,4.0780,0.040994
24.7200,23.0474,3.8530,0.038902
24.7360,23.0474,3.7490,0.038158
24.7520,23.0796,3.5162,0.035979
24.7670,23.0796,3.4172,0.034958
24.7830,23.1118,3.1680,0.032621
24.7990,23.1118,2.9886,0.030437
24.8140,23.1128,2.8190,0.028656
24.8290,23.1443,2.6079,0.026432
24.8450,23.1443,2.3493,0.024229
24.8610,23.1759,2.2100,0.022570
24.8760,23.1759,1.9332,0.019378
24.8920,23.2083,1.7055,0.017855
24.9080,23.2083,1.4585,0.014694
24.9240,23.2400,1.2693,0.012711
24.9390,23.2400,0.9948,0.009987
24.9550,23.2714,0.7832,0.007986
24.9700,23.2714,0.4964,0.005703
24.9850,23.3027,0.2477,0.003410
25.0000,23.3027,0.0334,0.000515
25.0160,23.3344,-0.1748,-0.001234
25.0320,23.3344,-0.4739,-0.004469
25.0470,23.3676,-0.6611,-0.006379
25.0630,23.3676,-0.9490,-0.009344
25.0780,23.4003,-1.2118,-0.011351
25.0940,23.4003,-1.4509,-0.014095
25.1090,23.4318,-1.6559,-0.015980
25.1240,23.4318,-1.8186,-0.017701
25.1400,23.4654,-2.0596,-0.020437
25.1560,23.4654,-2.3140,-0.022553
25.1710,23.4994,-2.5555,-0.024660
25.1870,23.4994,-2.6814,-0.025872
25.2030,23.5320,-2.8966,-0.028729
25.2180,23.5320,-3.1425,-0.030498
25.2330,23.5320,-3.3387,-0.032942
25.2490,23.5637,-3.5096,-0.034887
25.2640,23.5637,-3.5881,-0.035353
25.2800,23.5959,-3.7769,-0.037180
25.2950,23.5959,-3.9960,-0.039250
25.3100,23.6280,-4.0624,-0.040532
25.3260,23.6280,-4.2268,-0.042093
25.3410,23.6620,-4.3115,-0.042434
25.3570,23.6620,-4.5031,-0.044353
25.3730,23.6952,-4.5834,-0.045115
25.3880,23.6952,-4.5987,-0.045647
25.4030,23.7295,-4.7695,-0.047627
25.4190,23.7295,-4.7670,-0.046780
25.4340,23.7614,-4.8621,-0.048235
25.4500,23.7614,-4.8794,-0.048225
25.4660,23.7932,-4.9099,-0.049051
25.4810,23.7932,-4.9548,-0.048745
25.4970,23.8252,-4.9464,-0.049173
25.5120,23.8252,-4.9704,-0.049362
25.5270,23.8252,-4.8972,-0.048590
25.5420,23.8499,-4.9482,-0.048969
25.5580,23.8509,-4.8977,-0.048046
25.5740,23.8509,-4.8301,-0.048069
25.5890,23.9058,-4.7128,-0.046181
25.6050,23.9058,-4.6934,-0.046140
25.6200,23.9068,-4.6071,-0.045783
25.6360,23.9068,-4.4968,-0.044680
25.6510,23.9635,-4.4420,-0.043554
25.6670,23.9635,-4.2602,-0.041817
25.6830,23.9645,-4.1263,-0.040965
25.6990,24.0278,-4.0536,-0.039870
25.7140,24.0278,-3.8906,-0.038601
25.7300,24.0611,-3.7431,-0.037322
25.7460,24.0611,-3.5669,-0.035155
25.7610,24.0611,-3.3577,-0.032992
25.7760,24.0936,-3.2294,-0.032177
25.7920,24.0936,-3.0272,-0.030040
25.8080,24.1168,-2.7705,-0.027632
25.8240,24.1168,-2.6186,-0.026185
25.8390,24.1177,-2.4191,-0.023579
25.8550,24.1849,-2.1367,-0.020797
25.8700,24.1849,-1.9293,-0.018633
25.8860,24.2182,-1.7493,-0.017153
25.9000,24.2182,-1.5035,-0.015018
25.9160,24.2182,-1.2058,-0.011174
25.9320,24.2507,-0.9849,-0.009117
25.9470,24.2507,-0.8045,-0.007418
25.9630,24.2752,-0.4902,-0.004259
25.9790,24.2752,-0.2966,-0.002841
25.9940,24.2752,0.0034,0.000544
26.0090,24.3077,0.2389,0.003002
26.0250,24.3388,0.4078,0.004536
26.0410,24.3388,0.7074,0.007891
26.0570,24.3703,0.9424,0.010405
26.0720,24.3703,1.1444,0.011750
26.0880,24.4040,1.4184,0.014529
26.1030,24.4040,1.6452,0.016867
26.1190,24.4372,1.8842,0.019250
26.1340,24.4372,2.0690,0.021362
26.1500,24.4692,2.3450,0.024398
26.1650,24.4692,2.4832,0.024912
26.1800,24.4936,2.6878,0.027017
26.1960,24.4936,2.9299,0.029640
26.2110,24.4936,3.1130,0.031378
26.2270,24.5250,3.3112,0.033435
26.2430,24.5572,3.5044,0.035353
26.2580,24.5572,3.6558,0.036654
26.2740,24.5891,3.8788,0.039758
26.2890,24.5891,4.0038,0.040471
26.3050,24.6206,4.1583,0.041689
26.3200,24.6206,4.3179,0.043970
26.3360,24.6538,4.3753,0.044669
26.3520,24.6538,4.5043,0.045867
26.3670,24.6862,4.6595,0.046928
26.3830,24.6862,4.6743,0.047567
26.3990,24.7181,4.8071,0.048704
26.4140,24.7181,4.9010,0.049332
26.4300,24.7438,4.9367,0.049470
26.4450,24.7438,4.9541,0.050304
26.4610,24.7448,5.0271,0.050802
26.4770,24.7785,5.0135,0.050477
26.4920,24.8100,4.9991,0.050051
26.5090,24.8100,5.0843,0.051320
26.5250,24.8427,5.0025,0.050549
26.5400,24.8427,4.9885,0.050009
26.5560,24.8673,5.0175,0.051162
26.5720,24.8673,4.9636,0.049789
26.5870,24.8683,4.8344,0.048839
26.6020,24.9322,4.7518,0.047763
26.6170,24.9322,4.7550,0.048107
26.6330,24.9322,4.6348,0.046633
26.6490,24.9657,4.5192,0.046074
26.6640,24.9657,4.4181,0.044252
26.6800,24.9995,4.2503,0.042993
26.6950,24.9995,4.1732,0.041926
26.7110,25.0305,4.0236,0.040667
26.7260,25.0305,3.8008,0.038567
26.7420,25.0548,3.6738,0.037737
26.7580,25.0548,3.5183,0.036004
26.7730,25.0548,3.3301,0.033548
26.7880,25.0860,3.1782,0.031814
26.8040,25.1193,2.8903,0.029027
26.8190,25.1203,2.7133,0.027570
26.8350,25.1531,2.5375,0.025718
26.8500,25.1531,2.3314,0.024067
26.8650,25.1837,2.1138,0.021214
26.8810,25.1837,1.8373,0.019339
26.8960,25.2175,1.6358,0.017067
26.9120,25.2175,1.4333,0.014914
26.9270,25.2486,1.2202,0.012255
26.9420,25.2486,0.9386,0.009733
26.9580,25.2750,0.6688,0.006757
26.9740,25.2750,0.4865,0.005714
26.9890,25.2760,0.2408,0.002703
27.0050,25.2760,0.0078,0.000855
27.0210,25.3390,-0.2951,-0.002114
27.0360,25.3390,-0.4656,-0.004646
27.0510,25.3720,-0.7595,-0.006736
27.0670,25.3720,-1.0036,-0.009851
27.0820,25.4040,-1.1879,-0.011267
27.0980,25.4040,-1.5012,-0.014167
27.1130,25.4351,-1.6843,-0.016702
27.1290,25.4351,-1.9186,-0.018285
27.1440,25.4678,-2.1499,-0.020871
27.1600,25.4678,-2.3200,-0.022790
27.1760,25.5027,-2.6040,-0.025148
27.1920,25.5027,-2.8103,-0.027646
27.2080,25.5334,-3.0026,-0.029362
27.2230,25.5334,-3.1492,-0.030703
27.2380,25.5671,-3.3846,-0.033457
27.2530,25.5671,-3.5363,-0.034964
27.2680,25.5671,-3.7115,-0.036924
27.2840,25.6016,-3.8254,-0.037485
27.2990,25.6016,-3.9397,-0.038470
27.3150,25.6347,-4.1564,-0.041417
27.3310,25.6347,-4.2745,-0.042386
27.3460,25.6667,-4.3823,-0.042853
27.3620,25.6667,-4.4861,-0.044125
27.3770,25.6992,-4.5996,-0.045170
27.3930,25.6992,-4.6844,-0.046169
27.4080,25.7320,-4.7774,-0.046897
27.4230,25.7320,-4.8225,-0.047742
27.4380,25.7633,-4.8940,-0.048449
27.4540,25.7633,-4.8815,-0.048614
27.4690,25.7963,-4.9121,-0.048178
27.4840,25.7963,-4.9567,-0.049132
27.5000,25.8297,-4.9067,-0.048790
27.5150,25.8297,-4.9696,-0.049089
27.5300,25.8307,-4.9051,-0.048488
27.5460,25.8624,-4.8605,-0.048270
27.5620,25.8624,-4.8392,-0.048324
27.5770,25.8942,-4.7713,-0.047312
27.5920,25.8942,-4.7222,-0.047071
27.6080,25.9267,-4.6515,-0.046363
27.6230,25.9267,-4.5751,-0.044946
27.6390,25.9590,-4.4521,-0.044498
27.6540,25.9590,-4.3393,-0.042857
27.6700,25.9918,-4.2725,-0.041833
27.6850,25.9918,-4.0821,-0.040449
27.7000,26.0235,-3.9464,-0.039035
27.7160,26.0235,-3.8804,-0.038483
27.7310,26.0557,-3.7058,-0.036710
27.7460,26.0557,-3.5705,-0.034720
27.7620,26.0797,-3.3212,-0.032639
27.7770,26.0797,-3.1932,-0.030969
27.7930,26.0797,-3.0056,-0.029164
27.8080,26.0797,-2.8206,-0.027865
27.8240,26.1345,-2.6230,-0.025234
27.8390,26.1345,-2.4223,-0.023993
27.8550,26.1358,-2.1348,-0.020896
27.8710,26.2002,-1.9525,-0.019174
27.8870,26.2002,-1.6696,-0.015939
27.9020,26.2341,-1.4203,-0.013513
27.9180,26.2341,-1.2724,-0.012290
27.9330,26.2341,-1.0107,-0.009372
27.9480,26.2671,-0.7958,-0.007400
27.9640,26.2671,-0.5293,-0.005014
27.9800,26.2912,-0.2330,-0.001911
27.9950,26.2912,-0.0268,-0.000059
28.0110,26.2922,0.1843,0.002100
28.0260,26.3543,0.4708,0.005585
28.0420,26.3543,0.7459,0.008284
28.0570,26.3861,0.9666,0.009775
28.0730,26.3861,1.1509,0.012246
28.0880,26.3861,1.4540,0.015248
28.1040,26.4179,1.6090,0.016119
28.1200,26.4179,1.8853,0.019210
28.1350,26.4521,2.1216,0.021859
28.1510,26.4521,2.3187,0.023519
28.1670,26.4844,2.5915,0.026128
28.1820,26.4844,2.7642,0.027773
28.1980,26.5092,2.9719,0.030275
28.2130,26.5092,3.1455,0.032234
28.2290,26.5102,3.3209,0.034032
28.2440,26.5738,3.4698,0.034744
28.2600,26.5738,3.6816,0.037284
28.2750,26.5738,3.8479,0.039114
28.2910,26.6053,3.9738,0.040104
28.3070,26.6063,4.1124,0.041735
28.3220,26.6379,4.2920,0.043268
28.3370,26.6379,4.4090,0.044570
28.3520,26.6698,4.4780,0.045479
28.3680,26.6698,4.5971,0.046088
28.3830,26.7022,4.6983,0.047593
28.3990,26.7022,4.7793,0.048261
28.4140,26.7356,4.8838,0.048894
28.4300,26.7356,4.9535,0.050239
28.4460,26.7613,4.9661,0.050540
28.4620,26.7613,5.0639,0.050789
28.4770,26.7623,5.0495,0.051344
28.4920,26.7623,5.0662,0.051233
28.5080,26.8250,5.0797,0.051620
28.5240,26.8250,5.0397,0.050976
28.5400,26.8580,5.0061,0.050783
28.5550,26.8580,4.9516,0.050461
28.5710,26.8891,4.9449,0.049475
28.5860,26.8891,4.8695,0.048786
28.6010,26.9138,4.8118,0.049044
28.6170,26.9138,4.7053,0.047232
28.6320,26.9138,4.5879,0.046369
28.6480,26.9781,4.5639,0.046570
28.6640,26.9781,4.3673,0.043780
28.6790,26.9781,4.2664,0.043574
28.6940,27.0113,4.1499,0.042460
28.7100,27.0113,3.9886,0.040388
28.7250,27.0449,3.8034,0.038789
28.7400,27.0449,3.7412,0.038360
28.7560,27.0760,3.5341,0.035515
28.7720,27.0760,3.3528,0.033850
28.7880,27.1081,3.1041,0.031804
28.8030,27.1081,2.9218,0.030076
28.8190,27.1416,2.7236,0.028131
28.8340,27.1416,2.5311,0.025416
28.8490,27.1673,2.2866,0.023743
28.8650,27.1673,2.1002,0.021998
28.8810,27.1673,1.8889,0.019010
28.8960,27.1673,1.6784,0.017345
28.9120,27.2323,1.4166,0.014493
28.9270,27.2323,1.2181,0.013179
28.9430,27.2667,0.9301,0.010152
28.9580,27.2667,0.6775,0.007286
28.9740,27.2983,0.4265,0.004449
28.9900,27.2983,0.1885,0.002780
29.0050,27.3227,0.0004,0.000793
29.0200,27.3227,-0.2245,-0.002122
29.0360,27.3237,-0.4880,-0.004843
29.0520,27.3237,-0.8132,-0.007194
29.0670,27.3866,-0.9846,-0.009658
29.0820,27.3866,-1.2330,-0.011784
29.0980,27.4179,-1.4494,-0.014401
29.1130,27.4179,-1.6712,-0.015738
29.1290,27.4514,-1.8797,-0.018732
29.1440,27.4514,-2.1403,-0.021026
29.1590,27.4853,-2.3880,-0.023541
29.1740,27.4853,-2.5351,-0.025343
29.1900,27.5193,-2.7150,-0.027031
29.2050,27.5193,-2.9773,-0.029230
29.2200,27.5512,-3.1805,-0.030945
29.2360,27.5512,-3.3299,-0.032313
29.2510,27.5512,-3.4998,-0.034892
29.2670,27.5843,-3.6558,-0.036127
29.2820,27.5843,-3.8047,-0.037267
29.2970,27.6166,-3.9567,-0.038610
29.3130,27.6166,-4.0877,-0.040569
29.3290,27.6500,-4.2782,-0.042162
29.3450,27.6500,-4.3719,-0.042729
29.3600,27.6828,-4.4366,-0.043874
29.3760,27.6828,-4.6252,-0.046197
29.3920,27.7150,-4.6705,-0.046244
29.4080,27.7150,-4.7521,-0.047351
29.4230,27.7468,-4.7871,-0.047158
29.4390,27.7468,-4.8813,-0.048608
29.4540,27.7791,-4.9110,-0.048591
29.4700,27.7791,-4.9480,-0.049244
29.4850,27.8110,-4.9042,-0.048447
29.5010,27.8110,-4.9076,-0.048179
29.5160,27.8432,-4.9418,-0.049340
29.5320,27.8432,-4.8851,-0.048533
29.5470,27.8742,-4.8676,-0.047915
29.5630,27.8742,-4.8516,-0.047687
29.5780,27.9057,-4.7527,-0.046829
29.5940,27.9057,-4.6929,-0.046291
29.6090,27.9404,-4.6447,-0.045947
29.6250,27.9404,-4.5681,-0.045123
29.6400,27.9414,-4.4863,-0.043888
29.6560,27.9746,-4.3825,-0.043549
29.6710,27.9746,-4.2666,-0.042056
29.6870,28.0073,-4.1548,-0.041114
29.7030,28.0073,-3.9436,-0.038662
29.7190,28.0396,-3.7750,-0.036770
29.7340,28.0396,-3.6314,-0.035560
29.7500,28.0723,-3.4520,-0.033685
29.7660,28.0723,-3.3122,-0.032620
29.7810,28.1044,-3.1054,-0.030155
29.7960,28.1044,-2.9770,-0.029618
29.8120,28.1372,-2.7078,-0.026939
29.8270,28.1372,-2.5215,-0.025083
29.8430,28.1698,-2.2922,-0.022292
29.8590,28.1698,-2.1068,-0.020816
29.8740,28.2032,-1.8402,-0.018078
29.8890,28.2032,-1.6203,-0.015407
29.9050,28.2349,-1.4293,-0.013453
29.9210,28.2349,-1.2012,-0.011172
29.9360,28.2349,-0.9588,-0.008851
29.9520,28.2676,-0.7286,-0.007269
29.9680,28.2676,-0.4859,-0.004857
29.9830,28.3004,-0.2488,-0.001742
29.9990,28.3004,0.0095,0.001084
30.0140,28.3331,0.2439,0.003014
30.0300,28.3331,0.5551,0.006495
30.0460,28.3651,0.7435,0.007805
30.0610,28.3651,0.9623,0.010506
30.0770,28.3966,1.2195,0.012269
30.0920,28.3966,1.4354,0.014644
30.1080,28.4292,1.7576,0.017839
30.1230,28.4292,1.9570,0.020375
30.1400,28.4612,2.1824,0.021948
30.1550,28.4612,2.3800,0.023819
30.1700,28.4931,2.6196,0.026989
30.1860,28.4931,2.7757,0.027844
30.2010,28.5255,3.0032,0.030558
30.2170,28.5255,3.2181,0.032334
30.2320,28.5580,3.3656,0.033883
30.2470,28.5580,3.5902,0.036003
30.2630,28.5902,3.7658,0.037958
30.2790,28.5902,3.9076,0.039518
30.2940,28.6226,4.0265,0.040631
30.3090,28.6226,4.1530,0.041686
30.3250,28.6236,4.3002,0.043513
30.3410,28.6551,4.4529,0.044853
30.3570,28.6564,4.5890,0.045950
30.3730,28.6902,4.6117,0.047112
30.3880,28.6902,4.7228,0.047584
30.4040,28.7228,4.8707,0.049690
30.4190,28.7228,4.8897,0.049797
30.4350,28.7546,4.9772,0.049842
30.4510,28.7546,4.9539,0.049877
30.4660,28.7935,5.0258,0.050477
30.4820,28.7935,5.0709,0.051244
30.4970,28.8250,5.0844,0.051533
30.5120,28.8250,5.0665,0.051509
30.5280,28.8260,5.0465,0.050876
30.5430,28.8575,5.0429,0.050592
30.5580,28.8575,4.9843,0.050508
30.5730,28.8889,4.9224,0.049642
30.5900,28.8889,4.8749,0.048870
30.6050,28.9231,4.7947,0.047989
30.6210,28.9231,4.6999,0.047542
30.6360,28.9477,4.6029,0.047004
30.6520,28.9477,4.5317,0.046052
30.6670,28.9477,4.3346,0.043688
30.6830,29.0114,4.2179,0.042542
30.6980,29.0124,4.0753,0.040912
30.7140,29.0451,3.9457,0.040283
30.7290,29.0451,3.8208,0.038849
30.7440,29.0451,3.6844,0.037502
30.7600,29.0779,3.4928,0.034954
30.7750,29.0779,3.3124,0.033511
30.7910,29.1093,3.1025,0.031117
30.8060,29.1093,2.8867,0.029073
30.8210,29.1333,2.6934,0.027148
30.8370,29.1333,2.5248,0.026005
30.8530,29.1343,2.2967,0.023913
30.8680,29.1977,2.1082,0.021752
30.8840,29.1977,1.7929,0.018737
30.8990,29.1977,1.6387,0.016715
30.9150,29.2297,1.3336,0.014064
30.9310,29.2297,1.1609,0.012145
30.9460,29.2612,0.8845,0.009218
30.9620,29.2612,0.6680,0.006693
30.9770,29.2930,0.4446,0.005124
30.9930,29.2930,0.1680,0.002072
31.0090,29.3245,-0.0651,0.000248
31.0240,29.3245,-0.3348,-0.003196
31.0400,29.3557,-0.5907,-0.005630
31.0550,29.3557,-0.7940,-0.007698
31.0700,29.3869,-1.0137,-0.009866
31.0860,29.3869,-1.3325,-0.013005
31.1010,29.4191,-1.4853,-0.014411
31.1160,29.4191,-1.6855,-0.016761
31.1310,29.4521,-1.9492,-0.019348
31.1470,29.4521,-2.2158,-0.021164
31.1620,29.4844,-2.3434,-0.022868
31.1780,29.4844,-2.5870,-0.024977
31.1940,29.5100,-2.8250,-0.028050
31.2090,29.5100,-2.9665,-0.029418
31.2250,29.5110,-3.2305,-0.031714
31.2410,29.5110,-3.4036,-0.033485
31.2560,29.5728,-3.5863,-0.035047
31.2720,29.5728,-3.7323,-0.036489
31.2880,29.6041,-3.8579,-0.037827
31.3030,29.6041,-4.0116,-0.039162
31.3190,29.6361,-4.1595,-0.041201
31.3340,29.6361,-4.3346,-0.043190
31.3490,29.6682,-4.4028,-0.043579
31.3650,29.6682,-4.4844,-0.044609
31.3800,29.7019,-4.6441,-0.046333
31.3960,29.7019,-4.6734,-0.046137
31.4120,29.7372,-4.7302,-0.046558
31.4270,29.7372,-4.8300,-0.047931
31.4420,29.7635,-4.8596,-0.047920
31.4580,29.7635,-4.8739,-0.048316
31.4740,29.7645,-4.9000,-0.048187
31.4890,29.7645,-4.8972,-0.048137
31.5040,29.8278,-4.9031,-0.048236
31.5190,29.8278,-4.9408,-0.048631
31.5350,29.8531,-4.9086,-0.048422
31.5490,29.8531,-4.9023,-0.048435
31.5660,29.8531,-4.8017,-0.047117
31.5810,29.8531,-4.7502,-0.047420
31.5960,29.9172,-4.7178,-0.046319
31.6120,29.9172,-4.6344,-0.045819
31.6280,29.9487,-4.5260,-0.045176
31.6430,29.9487,-4.4964,-0.044579
31.6580,29.9810,-4.3478,-0.042719
31.6750,29.9810,-4.2577,-0.041638
31.6900,30.0149,-4.0374,-0.040059
31.7060,30.0149,-3.9405,-0.039279
31.7210,30.0478,-3.8224,-0.037867
31.7370,30.0478,-3.6763,-0.035784
31.7520,30.0802,-3.4553,-0.033735
31.7670,30.0802,-3.2994,-0.032908
31.7830,30.1119,-3.1166,-0.030488
31.7990,30.1119,-2.8897,-0.028084
31.8140,30.1129,-2.7123,-0.026362
31.8300,30.1454,-2.4926,-0.024718
31.8450,30.1454,-2.2610,-0.021716
31.8610,30.1780,-2.1104,-0.020695
31.8760,30.1780,-1.8583,-0.018098
31.8920,30.2098,-1.5695,-0.015364
31.9070,30.2098,-1.3842,-0.013776
31.9230,30.2414,-1.1587,-0.011403
31.9380,30.2414,-0.8863,-0.008816
31.9530,30.2725,-0.7311,-0.006317
31.9680,30.2725,-0.4854,-0.004074
31.9840,30.3042,-0.1649,-0.001293
32.0000,30.3042,0.0349,0.000578
32.0150,30.3374,0.2831,0.002921
32.0300,30.3383,0.5600,0.006509
32.0460,30.3700,0.7748,0.007797
32.0610,30.3700,1.0513,0.010958
32.0770,30.4009,1.2584,0.012926
32.0920,30.4009,1.4790,0.015045
32.1070,30.4349,1.6968,0.017415
32.1230,30.4359,1.9269,0.019714
32.1380,30.4687,2.1274,0.021604
32.1540,30.4687,2.3733,0.024303
32.1690,30.4697,2.5682,0.026187
32.1850,30.5012,2.8210,0.028368
32.2000,30.5012,3.0159,0.030504
32.2150,30.5343,3.1461,0.031588
32.2310,30.5343,3.3876,0.034446
32.2460,30.5676,3.5262,0.035308
32.2610,30.5676,3.6696,0.037377
32.2770,30.5994,3.9036,0.039404
32.2930,30.5994,4.0199,0.040237
32.3080,30.6315,4.1903,0.042548
32.3230,30.6315,4.3374,0.043789
32.3390,30.6638,4.3758,0.044007
32.3540,30.6638,4.5412,0.045638
32.3700,30.6964,4.6823,0.046884
32.3860,30.6964,4.7404,0.047670
32.4010,30.7276,4.8192,0.048884
32.4160,30.7276,4.8616,0.048747
32.4310,30.7596,4.9518,0.049519
32.4470,30.7596,5.0168,0.050252
32.4630,30.7912,4.9921,0.050576
32.4790,30.7912,5.0369,0.050700
32.4950,30.8230,5.0318,0.050509
32.5100,30.8230,5.0262,0.050844
32.5260,30.8547,5.0530,0.051261
32.5410,30.8547,5.0388,0.050503
32.5560,30.8547,4.9716,0.050122
32.5710,30.8873,4.9606,0.050572
32.5870,30.8873,4.8666,0.049471
32.6020,30.9202,4.7986,0.048293
32.6170,30.9202,4.6851,0.047031
32.6330,30.9519,4.6667,0.046891
32.6480,30.9519,4.4951,0.045038
32.6630,30.9837,4.3859,0.044670
32.6790,30.9837,4.2957,0.043024
32.6950,31.0089,4.1716,0.042677
32.7110,31.0089,3.9951,0.040265
32.7270,31.0099,3.8451,0.039371
32.7420,31.0404,3.6366,0.036626
32.7580,31.0719,3.5256,0.035675
32.7730,31.0719,3.3536,0.033543
32.7890,31.1035,3.1297,0.031729
32.8040,31.1035,2.9609,0.030488
32.8200,31.1353,2.7038,0.027854
